date,mkt,name,offer,price,shares,symbol
4/23/1999,NASDAQ,"NETWORK 1 FINANCIAL GROUP, INC.","$5,625,000",$4.50,"1,250,000",ISMT
4/23/1999,NASDAQ,LAUNCH MEDIA INC,"$77,000,000",$22,"3,500,000",LAUN
4/23/1999,NASDAQ,"STAMFORD INDUSTRIAL GROUP, INC.","$51,100,000",$14,"3,650,000",NETP
4/23/1999,NASDAQ,STATIA TERMINALS GROUP NV,"$152,000,000",$20,"7,600,000",STNV
4/22/1999,NASDAQ,TUESDAY MORNING CORP/DE,"$99,000,000",$15,"6,600,000",TUES
4/22/1999,NASDAQ,LOG ON AMERICA INC,"$22,000,000",$10,"2,200,000",LOAX
4/22/1999,NASDAQ,AREMISSOFT CORP /DE/,"$16,500,000",$5,"3,300,000",AREM
4/21/1999,NASDAQ,BUCA INC /MN,"$36,910,056",$12,"3,075,838",BUCA
4/20/1999,NASDAQ,AB WATLEY GROUP INC,"$14,000,000",$7,"2,000,000",IFSX
4/19/1999,NASDAQ,PROXICOM INC,"$58,500,000",$13,"4,500,000",PXCM
4/16/1999,New York Stock Exchange,STANCORP FINANCIAL GROUP INC,"$330,600,000",$23.75,"13,920,000",SFG
4/16/1999,NASDAQ,ACCREDO HEALTH INC,"$48,000,000",$16,"3,000,000",ACDO
4/15/1999,NASDAQ,WORLDGATE COMMUNICATIONS INC,"$105,000,000",$21,"5,000,000",WGAT
4/14/1999,NASDAQ,S WIND-UP CORP,"$45,000,000",$9,"5,000,000",SGNT
4/13/1999,NASDAQ,MIH LTD,"$163,350,000",$18,"9,075,000",MIHL
4/13/1999,NASDAQ,FIRST FEDERAL BANKSHARES INC,"$26,350,000",$10,"2,635,000",FFSX
4/9/1999,NASDAQ,EXTREME NETWORKS INC,"$119,000,000",$17,"7,000,000",EXTR
4/9/1999,NASDAQ,RAVENSWOOD WINERY INC,"$10,500,000",$10.50,"1,000,000",RVWD
4/9/1999,NASDAQ,USINTERNETWORKING INC,"$126,000,000",$21,"6,000,000",USIX
4/9/1999,NASDAQ,DELIA S CORP,"$92,400,000",$22,"4,200,000",TURF
4/8/1999,New York Stock Exchange,TREX CO INC,"$41,030,000",$10,"4,103,000",TWP
4/8/1999,NASDAQ,VALUE AMERICA INC /VA,"$126,500,000",$23,"5,500,000",VUSA
4/7/1999,NASDAQ,RHYTHMS NET CONNECTIONS INC,"$196,875,000",$21,"9,375,000",RTHM
4/7/1999,NASDAQ,FIRST BANCORP OF INDIANA INC,"$22,724,000",$10,"2,272,400",FBEI
4/7/1999,NASDAQ,FLORIDAFIRST BANCORP,"$27,038,510",$10,"2,703,851",FFBK
4/6/1999,NASDAQ,TRANSCOASTAL CORP,"$20,000,000",$8,"2,500,000",CLAI
4/6/1999,NASDAQ,PLX TECHNOLOGY INC,"$29,700,000",$9,"3,300,000",PLXT
4/5/1999,OTCBB,PFSB BANCORP INC,"$5,590,000",$10,"559,000",PFSI
4/1/1999,NASDAQ,CAPITOL FEDERAL FINANCIAL,"$378,071,830",$10,"37,807,183",CFFN
3/31/1999,New York Stock Exchange,PEPSI BOTTLING GROUP INC,"$2,300,000,000",$23,"100,000,000",PBG
3/31/1999,NASDAQ,TROY FINANCIAL CORP,"$121,390,210",$10,"12,139,021",TRYF
3/31/1999,New York Stock Exchange,ZIFF DAVIS INC,"$190,000,000",$19,"10,000,000",ZDZ
3/30/1999,NASDAQ,MKS INSTRUMENTS INC,"$91,000,000",$14,"6,500,000",MKSI
3/29/1999,OTCBB,GLOBAL LEADERSHIP INSTITUTE INC.,"$2,000,000",$5,"400,000",PTNM
3/29/1999,NASDAQ,CRITICAL PATH INC,"$108,000,000",$24,"4,500,000",CPTH
3/26/1999,NASDAQ,"AUTOWEB, INC.","$103,500,000",$23,"4,500,000",ABTL
3/26/1999,NASDAQ,TUMBLEWEED INC,"$7,771,370",$10,"777,137",TWED
3/26/1999,NASDAQ,VALLEY MEDIA INC,"$56,000,000",$16,"3,500,000",VMIX
3/25/1999,NASDAQ,ONEMAIN COM INC,"$187,000,000",$22,"8,500,000",ONEM
3/24/1999,NASDAQ,"ABOUT, INC.","$75,000,000",$25,"3,000,000",MINE
3/23/1999,American Stock Exchange,GOUVERNEUR BANCORP INC,"$5,364,090",$5,"1,072,818",GOV
3/19/1999,NASDAQ,IVILLAGE INC,"$87,600,000",$24,"3,650,000",IVIL
3/19/1999,NASDAQ,CHEAP TICKETS INC,"$52,500,000",$15,"3,500,000",CTIX
3/18/1999,OTCBB,"CKRUSH, INC.","$2,320,000",$5.80,"400,000",TGRA
3/17/1999,OTCBB,COMMUNITY CAPITAL BANCSHARES INC,"$10,000,000",$10,"1,000,000",ALBY
3/17/1999,OTCBB,DIRECTRIX INC,"$9,336,533",$4.50,"2,074,785",DRCX
3/17/1999,NASDAQ,MULTEX COM INC,"$42,000,000",$14,"3,000,000",MLTX
3/16/1999,NASDAQ,FLASHNET COMMUNICATIONS INC,"$51,000,000",$17,"3,000,000",FLAS
3/12/1999,NASDAQ,EAGLE SUPPLY GROUP INC,"$12,500,000",$5,"2,500,000",EEGL
3/9/1999,NASDAQ,ROWECOM INC,"$49,600,000",$16,"3,100,000",ROWE
3/9/1999,NASDAQ,ARGOSY EDUCATION GROUP INC,"$28,000,000",$14,"2,000,000",ARGY
3/5/1999,NASDAQ,NEON SYSTEMS INC,"$40,500,000",$15,"2,700,000",NESY
3/5/1999,New York Stock Exchange,BOYDS COLLECTION LTD,"$288,000,000",$18,"16,000,000",FOB
3/5/1999,NASDAQ,TOTAL LOGISTICS INC,"$20,810,656",$4,"5,202,664",CTOO
3/4/1999,NASDAQ,ANTENNA TV SA,"$115,500,000",$15,"7,700,000",ANTV
2/26/1999,NASDAQ,INTRAWARE INC,"$64,000,000",$16,"4,000,000",ITRA
2/26/1999,NASDAQ,LIFE TECHNOLOGIES CORP,"$52,500,000",$15,"3,500,000",IVGN
2/26/1999,NASDAQ,PCORDER COM INC,"$46,200,000",$21,"2,200,000",PCOR
2/23/1999,NASDAQ,U S LABORATORIES INC,"$6,000,000",$6,"1,000,000",USLB
2/23/1999,NASDAQ,EVCI CAREER COLLEGES HOLDING CORP,"$14,400,000",$12,"1,200,000",EVCI
2/23/1999,NASDAQ,CEB INC.,"$155,556,800",$19,"8,187,200",EXBD
2/19/1999,NASDAQ,VIGNETTE CORP,"$76,000,000",$19,"4,000,000",VIGN
2/19/1999,NASDAQ,WEBTRENDS CORP,"$45,500,000",$13,"3,500,000",WEBT
2/17/1999,OTCBB,CITIZENS FIRST CORP,"$7,000,005",$15,"466,667",CZFC
2/17/1999,American Stock Exchange,DGLV INC,"$18,120,000",$15.10,"1,200,000",DGV
2/16/1999,NASDAQ,MANNATECH INC,"$24,448,128",$8,"3,056,016",MTEX
2/12/1999,NASDAQ,ONYX SOFTWARE CORP/WA,"$40,300,000",$13,"3,100,000",ONXS
2/12/1999,NASDAQ,SOUTH JERSEY FINANCIAL CORP INC,"$35,124,350",$10,"3,512,435",SJFC
2/12/1999,NASDAQ,SERENA SOFTWARE INC,"$78,000,000",$13,"6,000,000",SRNA
2/12/1999,NASDAQ,UGC EUROPE INC,"$1,311,200,000",$32.78,"40,000,000",UPCOY
2/12/1999,NASDAQ,ANFI INC,"$10,500,000",$6,"1,750,000",ANFI
2/12/1999,NASDAQ,BOTTOMLINE TECHNOLOGIES INC /DE/,"$44,200,000",$13,"3,400,000",EPAY
2/11/1999,NASDAQ,CATAPULT COMMUNICATIONS CORP,"$33,525,000",$10,"3,352,500",CATT
2/11/1999,New York Stock Exchange,"GAMCO INVESTORS, INC. ET AL","$105,000,000",$17.50,"6,000,000",GBL
2/11/1999,NASDAQ,HLTH CORP,"$40,000,000",$8,"5,000,000",HLTH
2/11/1999,NASDAQ,INSURANCE MANAGEMENT SOLUTIONS GROUP INC,"$36,850,000",$11,"3,350,000",INMG
2/11/1999,New York Stock Exchange,KORN FERRY INTERNATIONAL,"$164,500,000",$14,"11,750,000",KFY
2/11/1999,NASDAQ,PRODIGY COMMUNICATIONS CORP,"$120,000,000",$15,"8,000,000",PRGY
2/11/1999,NASDAQ,VERTICALNET INC,"$56,000,000",$16,"3,500,000",VERT
2/10/1999,OTCBB,MARINE BANCSHARES INC,"$11,500,000",$10,"1,150,000",MBSK
2/8/1999,NASDAQ,VIALOG CORP,"$38,942,608",$8,"4,867,826",VLOG
2/5/1999,New York Stock Exchange,MICROFINANCIAL INC,"$60,000,000",$15,"4,000,000",MFI
2/5/1999,NASDAQ,MODEM MEDIA INC,"$41,600,000",$16,"2,600,000",MMPT
2/5/1999,NASDAQ,CORINTHIAN COLLEGES INC,"$48,600,000",$18,"2,700,000",COCO
2/5/1999,New York Stock Exchange,DEL MONTE FOODS CO,"$300,000,000",$15,"20,000,000",DLM
2/5/1999,New York Stock Exchange,DELPHI CORP,"$1,700,000,000",$17,"100,000,000",DPH
2/4/1999,NASDAQ,ALBANY MOLECULAR RESEARCH INC,"$50,000,000",$20,"2,500,000",AMRI
2/2/1999,NASDAQ,ELDORADO BANCSHARES INC,"$19,099,000",$10,"1,909,900",ELBI
2/2/1999,OTCBB,NORTHERN STAR FINANCIAL INC,"$2,716,000",$10,"271,600",NSBK
2/2/1999,New York Stock Exchange,PEROT SYSTEMS CORP,"$104,000,000",$16,"6,500,000",PER
1/29/1999,New York Stock Exchange,AMERICAN AXLE & MANUFACTURING HOLDINGS INC,"$119,000,000",$17,"7,000,000",AXL
1/29/1999,New York Stock Exchange,ENTERCOM COMMUNICATIONS CORP,"$306,618,750",$22.50,"13,627,500",ETM
1/29/1999,NASDAQ,REDDY ICE GROUP INC,"$91,375,000",$8.50,"10,750,000",ICED
1/29/1999,NASDAQ,ECOMETRY CORP,"$52,920,000",$12,"4,410,000",SGAI
1/29/1999,NASDAQ,TUT SYSTEMS INC,"$45,000,000",$18,"2,500,000",TUTS
1/28/1999,OTCBB,TOWER FINANCIAL CORP,"$22,000,000",$10,"2,200,000",TOFC
1/22/1999,NASDAQ,NVIDIA CORP,"$42,000,000",$12,"3,500,000",NVDA
1/22/1999,NASDAQ,ALLAIRE CORP,"$50,000,000",$20,"2,500,000",ALLR
1/22/1999,NASDAQ,COVAD COMMUNICATIONS GROUP INC,"$140,400,000",$18,"7,800,000",COVD
1/15/1999,NASDAQ,MARKETWATCH MEDIA INC,"$46,750,000",$17,"2,750,000",MKTW
1/8/1999,NASDAQ,FIRST CAPITAL INC,"$7,687,670",$10,"768,767",FCAP
1/8/1999,NASDAQ,STERLING BANCORP,"$38,640,000",$10,"3,864,000",PBCP
1/8/1999,NASDAQ,RIDGEWOOD FINANCIAL INC,"$10,462,200",$7,"1,494,600",RSBI
1/4/1999,NASDAQ,FIRST PLACE FINANCIAL CORP /DE/,"$112,412,500",$10,"11,241,250",FPFC
1/4/1999,NASDAQ,COHOES BANCORP INC,"$92,575,000",$10,"9,257,500",COHB
12/30/1998,New York Stock Exchange,BARCELO CRESTLINE CORP,"$315,290,000",$15.38,"20,500,000",CLJ
12/30/1998,NASDAQ,CENTRAL FEDERAL CORP,"$19,388,710",$10,"1,938,871",GCFC
12/30/1998,NASDAQ,GREENE COUNTY BANCORP INC,"$8,710,820",$10,"871,082",GRNB
12/30/1998,NASDAQ,LINCOLN BANCORP /IN/,"$68,092,500",$10,"6,809,250",LNCB
12/30/1998,NASDAQ,ONEIDA FINANCIAL CORP,"$15,945,930",$10,"1,594,593",ONFC
12/30/1998,American Stock Exchange,SECURITY OF PENNSYLVANIA FINANCIAL CORP,"$15,116,170",$10,"1,511,617",SPN
12/29/1998,NASDAQ,INNES STREET FINANCIAL CORP,"$22,482,500",$10,"2,248,250",ISFC
12/28/1998,OTCBB,PEOPLES BANKCORP INC,"$1,343,900",$10,"134,390",PBKO
12/24/1998,OTCBB,MASSACHUSETTS FINCORP INC,"$5,195,060",$10,"519,506",MAFN
12/24/1998,NASDAQ,WILLOW GROVE BANCORP INC,"$22,408,780",$10,"2,240,878",WGBC
12/23/1998,NASDAQ,VIRGINIA CAPITAL BANCSHARES INC,"$105,600,000",$10,"10,560,000",VCAP
12/22/1998,OTCBB,COMMUNITY SHORES BANK CORP,"$11,000,000",$10,"1,100,000",CSHB
12/21/1998,OTCBB,RFS BANCORP INC,"$4,387,560",$10,"438,756",RFED
12/18/1998,NASDAQ,AUDIO HIGHWAY-COM,"$14,300,000",$6.50,"2,200,000",AHWY
12/17/1998,NASDAQ,ARTIFICIAL LIFE INC,"$13,600,000",$8.50,"1,600,000",ALIF
12/17/1998,NASDAQ,LAMAR CAPITAL CORP,"$13,636,360",$10,"1,363,636",LCCO
12/16/1998,NASDAQ,COMMUNITY SAVINGS BANKSHARES INC /DE/,"$54,706,510",$10,"5,470,651",CMSV
12/16/1998,NASDAQ,CONCUR TECHNOLOGIES INC,"$38,750,000",$12.50,"3,100,000",CNQR
12/16/1998,NASDAQ,MARKETING SPECIALISTS CORP,"$66,000,000",$15,"4,400,000",MERK
12/16/1998,NASDAQ,"METROCORP BANCSHARES, INC.","$14,850,000",$11,"1,350,000",MCBI
12/15/1998,NASDAQ,"BLUCORA, INC.","$75,000,000",$15,"5,000,000",INSP
12/11/1998,NASDAQ,UNITED FINANCIAL HOLDINGS INC,"$3,262,500",$7.25,"450,000",UFHI
12/10/1998,NASDAQ,VAIL BANKS INC,"$19,200,000",$12,"1,600,000",VAIL
12/10/1998,NASDAQ,SUPERIOR BANCORP,"$11,000,000",$11,"1,000,000",TBNC
12/10/1998,New York Stock Exchange,INFINITY BROADCASTING CORP /DE/,"$2,870,000,000",$20.50,"140,000,000",INF
12/10/1998,NASDAQ,INTERNET AMERICA INC,"$29,900,000",$13,"2,300,000",GEEK
12/10/1998,NASDAQ,ABOVENET COMMUNICATIONS INC,"$65,000,000",$13,"5,000,000",ABOV
12/9/1998,NASDAQ,EXCHANGE APPLICATIONS INC,"$33,000,000",$11,"3,000,000",EXAP
12/9/1998,NASDAQ,XOOM INC,"$56,000,000",$14,"4,000,000",XMCM
12/4/1998,NASDAQ,SLEEP NUMBER CORP,"$68,000,000",$17,"4,000,000",AIRB
12/4/1998,NASDAQ,UBID INC,"$23,700,000",$15,"1,580,000",UBID
12/4/1998,NASDAQ,P F CHANGS CHINA BISTRO INC,"$49,800,000",$12,"4,150,000",PFCB
12/3/1998,OTCBB,MICHIGAN COMMUNITY BANCORP LTD,"$9,975,000",$15,"665,000",MCBP
12/3/1998,NASDAQ,TICKETMASTER ENTERTAINMENT LLC,"$98,000,000",$14,"7,000,000",TMCS
12/2/1998,NASDAQ,PULASKI FINANCIAL CORP,"$29,095,000",$10,"2,909,500",PULBD
12/2/1998,NASDAQ,E TEK DYNAMICS INC,"$60,000,000",$12,"5,000,000",ETEK
11/30/1998,OTCBB,CLARKSTON FINANCIAL CORP,"$9,500,000",$10,"950,000",CKSB
11/23/1998,NASDAQ,SCOTTISH RE GROUP LTD,"$251,250,000",$15,"16,750,000",SCTLF
11/20/1998,NASDAQ,FATBRAIN COM INC,"$30,000,000",$10,"3,000,000",CMPL
11/20/1998,NASDAQ,SEACOAST FINANCIAL SERVICES CORP,"$140,000,000",$10,"14,000,000",SCFS
11/18/1998,New York Stock Exchange,PLAINS ALL AMERICAN PIPELINE LP,"$261,700,000",$20,"13,085,000",PAA
11/17/1998,NASDAQ,MUSE TECHNOLOGIES INC,"$9,600,000",$8,"1,200,000",MUZE
11/17/1998,NASDAQ,MEGABANK FINANCIAL CORP,"$15,950,000",$11,"1,450,000",MBFC
11/13/1998,NASDAQ,THEGLOBE COM INC,"$27,900,000",$9,"3,100,000",TGLO
11/12/1998,NASDAQ,CURTIS INTERNATIONAL LTD,"$8,250,000",$5,"1,650,000",CURTF
11/12/1998,NASDAQ,NEXT GENERATION TECHNOLOGY HOLDINGS INC,"$12,000,000",$12,"1,000,000",DBSI
11/12/1998,OTCBB,NORTHFIELD BANCORP INC,"$4,754,420",$10,"475,442",NFSB
11/12/1998,NASDAQ,NETWORK 1 TECHNOLOGIES INC,"$10,200,000",$6,"1,700,000",NSSI
11/12/1998,NASDAQ,PROSPERITY BANCSHARES INC,"$20,601,396",$12,"1,716,783",PRSP
11/11/1998,NASDAQ,DICE INC,"$29,400,000",$14,"2,100,000",EWBX
11/11/1998,New York Stock Exchange,FOX ENTERTAINMENT GROUP INC,"$2,808,000,000",$22.50,"124,800,000",FOX
11/11/1998,New York Stock Exchange,MONY GROUP INC,"$264,375,000",$23.50,"11,250,000",MNY
11/6/1998,NASDAQ,CNY FINANCIAL CORP,"$82,623,180",$10,"8,262,318",CNYF
11/5/1998,OTCBB,CUIDAO HOLDING CORP,"$553,006",$5.75,"96,175",CDAO
11/5/1998,NASDAQ,UCBH HOLDINGS INC,"$139,999,995",$15,"9,333,333",UCBH
11/5/1998,NASDAQ,FEDNAT HOLDING CO,"$9,375,000",$7.50,"1,250,000",TCHC
11/3/1998,OTCBB,NITTANY FINANCIAL CORP,"$5,374,380",$10,"537,438",NTNY
10/27/1998,NASDAQ,FIRST NILES FINANCIAL INC,"$17,544,110",$10,"1,754,411",FNFI
10/27/1998,OTCBB,FOREVER ENTERPRISES INC,"$3,900,000",$7.50,"520,000",FVEN
10/22/1998,New York Stock Exchange,CONOCOPHILLIPS HOLDING CO,"$4,403,497,821",$23,"191,456,427",COC
10/13/1998,OTCBB,SERVICE BANCORP INC,"$8,049,360",$10,"804,936",SERC
10/8/1998,NASDAQ,SOUND FEDERAL BANCORP INC,"$24,017,080",$10,"2,401,708",SFFS
10/7/1998,NASDAQ,DECTRON INTERNATIONALE INC,"$6,000,000",$6,"1,000,000",DECTF
10/5/1998,NASDAQ,WEST ESSEX BANCORP INC,"$17,728,980",$10,"1,772,898",WEBK
10/1/1998,NASDAQ,IBL BANCORP,"$2,108,700",$10,"210,870",IBLB
9/30/1998,OTCBB,FARNSWORTH BANCORP INC,"$3,798,580",$10,"379,858",FNSW
9/29/1998,NASDAQ,INTERNATIONAL BIOCHEMICAL INDUSTRIES INC,"$6,500,000",$5,"1,300,000",BSTI
9/29/1998,OTCBB,CGB&L FINANCIAL GROUP INC,"$990,000",$10,"99,000",CGBL
9/25/1998,NASDAQ,ADMIRALTY BANCORP INC,"$11,550,000",$10.50,"1,100,000",AAABB
9/24/1998,OTCBB,NETSOL TECHNOLOGIES INC,"$3,986,435",$5.15,"774,065",MIRG
9/24/1998,NASDAQ,EBAY INC,"$63,000,000",$18,"3,500,000",EBAY
9/23/1998,NASDAQ,GALACTICOMM TECHNOLOGIES INC,"$10,800,000",$6,"1,800,000",GALA
8/27/1998,NASDAQ,BANKFIRST CORP,"$19,200,000",$12,"1,600,000",BKFR
8/21/1998,OTCBB,TRB SYSTEMS INTERNATIONAL INC,"$4,220,045",$5,"844,009",TRBX
8/20/1998,NASDAQ,PENWEST PHARMACEUTICALS CO,"$21,250,000",$8.50,"2,500,000",PPCO
8/20/1998,New York Stock Exchange,NEW AMERICAN HEALTHCARE CORP,"$65,000,000",$13,"5,000,000",NAH
8/19/1998,NASDAQ,CLARK INC,"$36,000,000",$9,"4,000,000",CLKB
8/19/1998,OTCBB,STAMPEDE WORLDWIDE INC,"$6,707,221",$7.99,"839,452",CRNC
8/18/1998,NASDAQ,ENTRUST INC,"$124,266,672",$16,"7,766,667",ENTU
8/18/1998,NASDAQ,TERAYON COMMUNICATION SYSTEMS,"$39,000,000",$13,"3,000,000",TERN
8/18/1998,NASDAQ,CROWN CASTLE INTERNATIONAL CORP,"$182,000,000",$13,"14,000,000",TWRS
8/17/1998,NASDAQ,CHAPMAN CAPITAL MANAGEMENT HOLDINGS INC,"$6,053,537",$7,"864,791",CMGT
8/14/1998,NASDAQ,GLOBAL CROSSING LTD,"$399,000,000",$19,"21,000,000",GBLX
8/14/1998,NASDAQ,24/7 REAL MEDIA INC,"$45,500,000",$14,"3,250,000",TFSM
8/13/1998,New York Stock Exchange,CONVERGYS CORP,"$195,000,000",$15,"13,000,000",CVG
8/11/1998,NASDAQ,DIGITAL RIVER INC /DE,"$25,500,000",$8.50,"3,000,000",DRIV
8/11/1998,NASDAQ,IN OVATIONS HOLDINGS INC,"$7,500,000",$5,"1,500,000",JNKN
8/11/1998,NASDAQ,MERRILL MERCHANTS BANCSHARES INC,"$7,650,000",$12.75,"600,000",MERB
8/11/1998,NASDAQ,PILOT NETWORK SERVICES INC,"$45,500,000",$14,"3,250,000",PILT
8/10/1998,New York Stock Exchange,PENTON MEDIA INC,"$355,771,256",$16.75,"21,240,075",PME
8/10/1998,NASDAQ,GEOCITIES,"$80,750,000",$17,"4,750,000",GCTY
8/7/1998,New York Stock Exchange,INFORMATION HOLDINGS INC,"$51,000,000",$12,"4,250,000",IHI
8/7/1998,New York Stock Exchange,NATIONSRENT INC,"$104,000,000",$8,"13,000,000",NRI
8/7/1998,NASDAQ,ECLIPSYS CORP,"$63,000,000",$15,"4,200,000",ECLP
8/4/1998,NASDAQ,ZVELO INC,"$2,383,161",$1,"2,383,161",ESFT
8/4/1998,NASDAQ,SOFTWORKS INC,"$29,400,000",$7,"4,200,000",SWRX
8/4/1998,NASDAQ,MOTORCARS AUTO GROUP INC,"$7,000,000",$5,"1,400,000",UNSRA
7/31/1998,NASDAQ,CARRIER ACCESS CORP,"$36,000,000",$12,"3,000,000",CACS
7/31/1998,OTCBB,EAGLE BANCORP INC,"$16,500,000",$10,"1,650,000",EGBN
7/31/1998,NASDAQ,CYBERIAN OUTPOST INC,"$72,000,000",$18,"4,000,000",COOL
7/31/1998,New York Stock Exchange,CLASSIC VACATION GROUP INC,"$42,000,000",$14,"3,000,000",GVG
7/31/1998,NASDAQ,MAXTOR CORP,"$332,500,000",$7,"47,500,000",MXTR
7/31/1998,NASDAQ,NORTHEAST OPTIC NETWORK INC,"$54,000,000",$12,"4,500,000",NOPT
7/31/1998,NASDAQ,TEAM COMMUNICATIONS GROUP INC,"$8,250,000",$5.50,"1,500,000",TMTV
7/30/1998,NASDAQ,TOWNE SERVICES INC,"$32,000,000",$8,"4,000,000",TWNE
7/30/1998,NASDAQ,GIGA INFORMATION GROUP INC,"$37,500,000",$12.50,"3,000,000",GIGX
7/30/1998,NASDAQ,RAILWORKS CORP,"$60,000,000",$12,"5,000,000",RWKS
7/30/1998,NASDAQ,FLORIDA BANKS INC,"$40,000,000",$10,"4,000,000",FLBK
7/29/1998,NASDAQ,CREDITRUST CORP,"$38,750,000",$15.50,"2,500,000",CRDT
7/29/1998,NASDAQ,HOMETOWN AUTO RETAILERS INC,"$16,200,000",$9,"1,800,000",HCAR
7/28/1998,NASDAQ,USOL HOLDINGS INC,"$7,560,000",$5.40,"1,400,000",FLCI
7/28/1998,NASDAQ,HUNGRY MINDS INC /DE/,"$49,290,000",$15.50,"3,180,000",IDGB
7/28/1998,NASDAQ,ELECTRONICS BOUTIQUE HOLDINGS CORP,"$70,000,000",$14,"5,000,000",ELBO
7/28/1998,NASDAQ,ECHELON CORP,"$35,000,000",$7,"5,000,000",ELON
7/28/1998,New York Stock Exchange,ENTERPRISE PRODUCTS PARTNERS L P,"$264,000,000",$22,"12,000,000",EPD
7/28/1998,NASDAQ,CENTRAL EUROPEAN DISTRIBUTION CORP,"$13,000,000",$6.50,"2,000,000",CEDC
7/24/1998,NASDAQ,CFS BANCORP INC,"$178,537,500",$10,"17,853,750",CITZ
7/24/1998,NASDAQ,INDEPENDENT ENERGY HOLDINGS PLC,"$64,000,000",$8,"8,000,000",INDYY
7/23/1998,NASDAQ,COST U LESS INC,"$9,660,000",$7,"1,380,000",CULS
7/23/1998,NASDAQ,HYPERTENSION DIAGNOSTICS INC /MN,"$9,292,500",$4.13,"2,250,000",HDII
7/23/1998,NASDAQ,ENERLUME ENERGY MANAGEMENT CORP.,"$5,000,000",$5,"1,000,000",CAFE
7/23/1998,New York Stock Exchange,CENTRUS ENERGY CORP,"$1,425,000,000",$14.25,"100,000,000",USU
7/22/1998,NASDAQ,GOLDEN STATE VINTNERS INC,"$73,100,000",$17,"4,300,000",VINT
7/22/1998,NASDAQ,REPUBLIC BANCORP INC /KY/,"$27,820,000",$13,"2,140,000",RBCAA
7/22/1998,NASDAQ,NATROL INC,"$59,100,000",$15,"3,940,000",NTOL
7/22/1998,NASDAQ,IENTERTAINMENT NETWORK INC,"$20,800,000",$8,"2,600,000",IMGK
7/17/1998,NASDAQ,BROADCAST COM INC,"$45,000,000",$18,"2,500,000",BCST
7/17/1998,NASDAQ,ACTUATE CORP,"$33,000,000",$11,"3,000,000",ACTU
7/17/1998,NASDAQ,CARDINAL FINANCIAL CORP,"$26,000,000",$10,"2,600,000",CFNL
7/17/1998,NASDAQ,PSB BANCORP INC,"$16,107,320",$10,"1,610,732",PSBI
7/16/1998,NASDAQ,TWEETER HOME ENTERTAINMENT GROUP INC,"$46,070,000",$17,"2,710,000",TWTR
7/15/1998,New York Stock Exchange,AMERICAN BANK NOTE HOLOGRAPHICS INC,"$115,906,000",$8.50,"13,636,000",ABH
7/14/1998,OTCBB,CARNEGIE FINANCIAL CORP /PA/,"$2,380,500",$10,"238,050",CAFN
7/14/1998,New York Stock Exchange,NATIONAL EQUIPMENT SERVICES INC,"$94,500,000",$13.50,"7,000,000",NSV
7/14/1998,OTCBB,EBANK FINANCIAL SERVICES INC,"$14,692,500",$10,"1,469,250",STCH
7/14/1998,NASDAQ,THISTLE GROUP HOLDINGS CO,"$89,999,890",$10,"8,999,989",THTL
7/10/1998,NASDAQ,ADAMS GOLF INC,"$96,000,000",$16,"6,000,000",ADGO
7/9/1998,NASDAQ,UNITED COMMUNITY FINANCIAL CORP,"$347,156,250",$10,"34,715,625",UCFC
7/8/1998,NASDAQ,BCSB BANKCORP INC,"$22,866,020",$10,"2,286,602",BCSB
7/8/1998,NASDAQ,KNIGHT CAPITAL GROUP LLC,"$145,000,000",$14.50,"10,000,000",NITE
7/2/1998,NASDAQ,HORIZON ORGANIC HOLDING CORP,"$33,000,000",$11,"3,000,000",HCOW
7/2/1998,NASDAQ,ABGENIX INC,"$20,000,000",$8,"2,500,000",ABGX
7/2/1998,NASDAQ,COLLATERAL THERAPEUTICS INC,"$15,950,000",$7.25,"2,200,000",CLTX
7/2/1998,OTCBB,PCB HOLDING CO,"$3,967,500",$10,"396,750",PCBH
7/1/1998,NASDAQ,COSTAR GROUP INC,"$22,500,000",$9,"2,500,000",RIGX
7/1/1998,New York Stock Exchange,"REPUBLIC SERVICES, INC.","$1,320,000,000",$24,"55,000,000",RSG
7/1/1998,NASDAQ,CITADEL COMMUNICATIONS CORP,"$110,092,736",$16,"6,880,796",CITC
7/1/1998,NASDAQ,ALLEGIANCE TELECOM INC,"$150,000,000",$15,"10,000,000",ALGX
7/1/1998,NASDAQ,HUDSON RIVER BANCORP INC,"$173,337,380",$10,"17,333,738",HRBT
7/1/1998,NASDAQ,LIBERTY BANCORP INC /NJ/,"$16,869,550",$10,"1,686,955",LIBB
6/30/1998,OTCBB,INTEGRATED TRANSPORTATION NETWORK GROUP INC,"$37,886,310",$4.97,"7,623,000",ITNG
6/30/1998,NASDAQ,LMI AEROSPACE INC,"$23,000,000",$10,"2,300,000",LMIA
6/30/1998,NASDAQ,MIPS TECHNOLOGIES INC,"$77,000,000",$14,"5,500,000",MIPS
6/29/1998,NASDAQ,FIRST KANSAS FINANCIAL CORP,"$15,539,380",$10,"1,553,938",FKAN
6/26/1998,NASDAQ,CUMULUS MEDIA INC,"$106,380,008",$14,"7,598,572",CMLS
6/26/1998,New York Stock Exchange,AURORA FOODS INC /DE/,"$304,500,000",$21,"14,500,000",AOR
6/25/1998,NASDAQ,KING PHARMACEUTICALS INC,"$87,500,000",$14,"6,250,000",KING
6/25/1998,NASDAQ,TECHNISOURCE INC,"$34,100,000",$11,"3,100,000",TSRC
